name,sku,brand,confidence,source
WERHE ® Profi 10 tlg. SDS Plus Betonbohrer 14 x 210 mm Hammer Stein Beton Quadro X Vierfachschneide Kreuzschneide,2WB14x210pn5,WERHE,0.80,review
WERHE ® Profi 5 tlg. SDS Plus Betonbohrer 14 x 210 mm Hammer Stein Beton Quadro X Vierfachschneide Kreuzschneide,2WB14x210pn5,WERHE,0.80,review
"WERHE ® SDS Plus Betonbohrer Set 5 tlg 6, 8, 10, 12, 14 x 210 mm Hammerbohrer Steinbohrer Beton Bohrer",2WB14x210pn5,WERHE,0.80,review
"WERKON SDS Plus Betonbohrer Set 5 tlg 6, 8, 10, 12, 14 x 210 mm Hammerbohrer Steinbohrer Beton Bohrer",2WB14x210pn5,WERKON,0.80,review
"WERHE Profesjonalne Wiertło SDS Plus 14 x 460 mm Do Betonu, Kamienia - Wiertło Udarowe",2WB14x460p,WERHE,0.95,rule
WERHE Profesjonalne wiertło SDS Plus do betonu 14 x 460 mm wiertło udarowe wiertło do kamienia wiertło do betonu,2WB14x460p,WERHE,0.95,rule
WERHE Profi SDS Plus Betonbohrer 14 x 460 mm Hammerbohrer Steinbohrer Beton Bohrer,2WB14x460p,WERHE,0.95,rule
WERKON Profesjonalne wiertło do betonu SDS Plus 14 x 460 mm wiertło udarowe wiertło do kamienia wiertło do betonu wiertło,2WB14x460p,WERKON,0.95,rule
WERKON Profi SDS Plus Betonbohrer 14 x 460 mm Hammerbohrer Steinbohrer Beton Bohrer,2WB14x460p,WERKON,0.95,rule
Werkon Profi SDS Plus Betonbohrer 14 x 460 mm Hammerbohrer Steinbohrer Beton Bohrer,2WB14x460p,WERKON,0.95,rule
Wiertło do betonu 14x460mm SDS PLUS,2WB14x460p,,1.00,apilo
WERHE Profesjonalne wiertło SDS Plus do betonu 14 x 600 mm wiertło udarowe wiertło do kamienia wiertło do betonu,2WB14x600p,WERHE,0.95,rule
WERHE Profi SDS Plus Betonbohrer 14 x 600 mm Hammerbohrer Steinbohrer Beton Bohrer,2WB14x600p,WERHE,0.95,rule
"WERKON Profesjonalne wiertło do betonu SDS Plus 14 x 600 mm, wiertło udarowe, wiertło do kamienia, wiertło do betonu",2WB14x600p,WERKON,0.95,rule
WERKON Profi SDS Plus Betonbohrer 14 x 600 mm Hammerbohrer Steinbohrer Beton Bohrer,2WB14x600p,WERKON,0.95,rule
Wiertło do betonu 14x600mm SDS Plus,2WB14x600p,,1.00,apilo
WERHE ® Profi SDS PLUS Betonbohrer 14 x 800 mm Hammerbohrer Steinbohrer Beton Bohrer,2WB14x800p,WERHE,0.50,rule_new
WERHE Wiertło do betonu SDS MAX 16 x 460 mm - wiertło do muru pasuje do wiertarki - wiertło udarowe do wiercenia w betonie i cegle - poczwórna krawędź tnąca z podwójną spiralą i końcówką z węglików,2WB16x460m,WERHE,0.50,rule_new
WERHE Wiertło do betonu SDS MAX 16 x 460 mm – Wiertło udarowe do betonu i cegły – 4 krawędzie tnące,2WB16x460m,WERHE,0.50,rule_new
"WERHE wiertło do betonu SDS Max 16x460 mm, do betonu",2WB16x460m,WERHE,0.50,rule_new
WERHE Profesjonalne Wiertło SDS Plus Do Betonu 16 x 460 mm Udarowe i Do Kamienia,2WB16x460p,WERHE,0.50,rule_new
WERHE Profesjonalne wiertło SDS Plus do betonu 16 x 460 mm wiertło udarowe wiertło do kamienia wiertło do betonu,2WB16x460p,WERHE,0.50,rule_new
WERHE Profesjonalne wiertło do betonu SDS Plus 16 x 460 mm wiertło udarowe wiertło do kamienia wiertło do betonu wiertło,2WB16x460p,WERHE,0.50,rule_new
WERHE Profi SDS Plus Betonbohrer 16 x 460 mm Hammerbohrer Steinbohrer Beton Bohrer,2WB16x460p,WERHE,0.50,rule_new
WERHE Wiertło SDS PLUS do betonu 16 x 460 mm – Wiertło udarowe do betonu i cegły – 4 krawędzie tnące,2WB16x460p,WERHE,0.50,rule_new
WERKON Profesjonalne wiertło do betonu SDS Plus 16 x 460 mm wiertło udarowe wiertło do kamienia wiertło do betonu wiertło,2WB16x460p,WERKON,0.50,rule_new
WERKON Profesjonalne wiertło do betonu SDS Plus 16 x 460 mm wiertło udarowe wiertło do kamienia wiertło do betonu wiertło Quadro X poczwórne ostrze krzyżowe 16 x 460,2WB16x460p,WERKON,0.50,rule_new
WERKON Profi SDS Plus Betonbohrer 16 x 460 mm Hammerbohrer Steinbohrer Beton Bohrer,2WB16x460p,WERKON,0.50,rule_new
WERHE Wiertło do betonu SDS MAX 16 x 600 mm - wiertło do muru pasuje do wiertarki - wiertło udarowe do wiercenia w betonie i cegle - poczwórna krawędź tnąca z podwójną spiralą i końcówką z węglików,2WB16x600m,WERHE,0.90,rule
Wiertło do Betonu 16x600mm SDS Max,2WB16x600m,,1.00,apilo
WERHE SDS Plus Betonbohrer 16 x 600 mm Hammerbohrer Steinbohrer Beton Bohrer,2WB16x600p,WERHE,0.95,rule
WERHE SDS Plus Wiertło do Betonu 16 x 600 mm Udarowe do Kamienia,2WB16x600p,WERHE,0.95,rule
WERHE SDS Plus wiertło do betonu 16 x 600 mm wiertło udarowe wiertło do kamienia wiertło do betonu,2WB16x600p,WERHE,0.95,rule
"WERHE wiertło udarowe do betonu SDS Plus, kamień, cegła, Ø 16 mm",2WB16x600p,WERHE,0.90,rule
WERKON SDS Plus Betonbohrer 16 x 600 mm Hammerbohrer Steinbohrer Beton Bohrer,2WB16x600p,WERKON,0.95,rule
WERKON Wiertło udarowe SDS Plus 16 x 600 mm Quadro X głowica krzyżowa beton kamień murarz,2WB16x600p,WERKON,0.95,rule
Wiertło do betonu 16x600mm Sds Plus,2WB16x600p,,1.00,apilo
WERHE ® Profi SDS PLUS Betonbohrer 16 x 800 mm Hammerbohrer Steinbohrer Beton Bohrer,2WB16x800p,WERHE,0.50,rule_new
WERHE Wiertło do betonu SDS MAX 18 x 460 mm - wiertło do muru pasuje do wiertarki - wiertło udarowe do wiercenia w betonie i cegle - poczwórna krawędź tnąca z podwójną spiralą i końcówką z węglików,2WB18x460m,WERHE,0.90,rule
WERHE Wiertło do betonu SDS MAX 18 x 460 mm – Wiertło udarowe do betonu i cegły – 4 krawędzie tnące,2WB18x460m,WERHE,0.95,rule
Wiertło do betonu 18x460mm SDS MAX,2WB18x460m,,1.00,apilo
WERHE Profesjonalne Wiertło SDS Plus Do Betonu 18 x 460 mm Udarowe Do Kamienia,2WB18x460p,WERHE,0.50,rule_new
WERHE Profesjonalne wiertło SDS Plus do betonu 18 x 460 mm wiertło udarowe wiertło do kamienia wiertło do betonu,2WB18x460p,WERHE,0.50,rule_new
WERHE Profi SDS Plus Betonbohrer 18 x 460 mm Hammerbohrer Steinbohrer Beton Bohrer,2WB18x460p,WERHE,0.50,rule_new
WERKON Profesjonalne wiertło do betonu SDS Plus 18 x 460 mm wiertło udarowe wiertło do kamienia wiertło do betonu wiertło,2WB18x460p,WERKON,0.50,rule_new
WERKON Profi SDS Plus Betonbohrer 18 x 460 mm Hammerbohrer Steinbohrer Beton Bohrer,2WB18x460p,WERKON,0.50,rule_new
WERHE Wiertło do betonu SDS MAX 18 x 600 mm - wiertło do muru pasuje do wiertarki - wiertło udarowe do wiercenia w betonie i cegle - poczwórna krawędź tnąca z podwójną spiralą i końcówką z węglików,2WB18x600m,WERHE,0.90,rule
Wiertło do betonu 18x600mm SDS MAX,2WB18x600m,,1.00,apilo
WERHE Profi SDS Plus wiertarka do betonu 18 x 600 mm wiertło młotkowe wiertło do betonu,2WB18x600p,WERHE,0.95,rule
WERHE ® Profesjonalne Wiertło SDS Plus Do Betonu 18 x 600 mm Udarowe i Do Kamienia,2WB18x600p,WERHE,0.95,rule
WERHE ® Profesjonalne wiertło SDS Plus do betonu 18 x 600 mm wiertło udarowe wiertło do kamienia wiertło do betonu,2WB18x600p,WERHE,0.95,rule
WERHE ® Profi SDS Plus Betonbohrer 18 x 600 mm Hammerbohrer Steinbohrer Beton Bohrer,2WB18x600p,WERHE,0.95,rule
WERKON Profesjonalne wiertło do betonu SDS Plus 18 x 600 mm wiertło udarowe wiertło do kamienia wiertło do betonu wiertło,2WB18x600p,WERKON,0.95,rule
WERKON Profi SDS Plus Betonbohrer 18 x 600 mm Hammerbohrer Steinbohrer Beton Bohrer,2WB18x600p,WERKON,0.95,rule
Wiertło do betonu 18x600mm Sds plus,2WB18x600p,,1.00,apilo
WERHE ® Profi SDS PLUS Betonbohrer 18 x 800 mm Hammerbohrer Steinbohrer Beton Bohrer,2WB18x800p,WERHE,0.50,rule_new
WERHE SDS Max Betonbohrer 20 x 460 mm Hammerbohrer Steinbohrer Beton Bohrer,2WB20x460m,WERHE,0.95,rule
WERHE SDS Max wiertło do betonu 20 x 460 mm wiertło udarowe wiertło do betonu,2WB20x460m,WERHE,0.95,rule
WERHE SDS Max wiertło do betonu 20 x 460 mm wiertło udarowe wiertło do kamienia wiertło do betonu,2WB20x460m,WERHE,0.95,rule
Wiertło do betonu 20x460mm Sds max,2WB20x460m,,1.00,apilo
WERHE Profi SDS Plus Betonbohrer 20 x 460 mm Hammerbohrer Steinbohrer Beton Bohrer,2WB20x460p,WERHE,0.50,rule_new
"WERHE Profi SDS Plus wiertło do betonu 20 x 460 mm, wiertło udarowe, wiertło do kamienia, wiertło do betonu",2WB20x460p,WERHE,0.50,rule_new
WERKON Profesjonalne wiertło do betonu SDS Plus 20 x 460 mm wiertło udarowe wiertło do kamienia wiertło do betonu,2WB20x460p,WERKON,0.50,rule_new
WERKON Profi SDS Plus Betonbohrer 20 x 460 mm Hammerbohrer Steinbohrer Beton Bohrer,2WB20x460p,WERKON,0.50,rule_new
WERHE SDS Max Betonbohrer 20 x 600 mm Hammerbohrer Steinbohrer Beton Bohrer,2WB20x600m,WERHE,0.95,rule
WERHE SDS Max wiertło do betonu 20 x 600 mm wiertło udarowe wiertło do kamienia wiertło do betonu,2WB20x600m,WERHE,0.95,rule
WERHE Wiertło do betonu SDS MAX 20 x 600 mm – wiertło udarowe do betonu i cegły – 4 ostrza,2WB20x600m,WERHE,0.95,rule
"WERHE wiertło do betonu SDS Max, Ø 20 mm, długość 600 mm, 4 ostrza",2WB20x600m,WERHE,0.95,rule
WERKON SDS Max Betonbohrer 20 x 600 mm Hammerbohrer Steinbohrer Beton Bohrer,2WB20x600m,WERKON,0.95,rule
WERKON SDS Max wiertło do betonu 20 x 600 mm wiertło udarowe wiertło do kamienia wiertło do betonu,2WB20x600m,WERKON,0.95,rule
Wiertło do betonu 20x600 sds max,2WB20x600m,,1.00,apilo
WERHE Profi SDS Plus Betonbohrer 20 x 600 mm Hammerbohrer Steinbohrer Beton Bohrer Quadro X Vierfachschneide Kreuzschneide,2WB20x600p,WERHE,0.95,rule
WERHE SDS Plus Profesjonalne wiertło do betonu 20 x 600 mm,2WB20x600p,WERHE,0.95,rule
WERHE Wiertło SDS PLUS do betonu 20 x 600 mm – Wiertło udarowe do betonu i cegły – 4 krawędzie tnące,2WB20x600p,WERHE,0.95,rule
WERHE wiertło udarowe SDS Plus 20x600 mm,2WB20x600p,WERHE,0.95,rule
"WERHE wiertło udarowe SDS Plus Ø 20 mm, długość 600 mm",2WB20x600p,WERHE,0.95,rule
"WERKON Profesjonalne wiertło do betonu SDS Plus 20 x 600 mm wiertło udarowe wiertło do kamienia, wiertło do betonu",2WB20x600p,WERKON,0.95,rule
WERKON Profi SDS Plus Betonbohrer 20 x 600 mm Hammerbohrer Steinbohrer Beton Bohrer,2WB20x600p,WERKON,0.95,rule
Wiertło do betonu 20x600mm Sds plus,2WB20x600p,,1.00,apilo
WERHE ® Profi SDS PLUS Betonbohrer 20 x 800 mm Hammerbohrer Steinbohrer Beton Bohrer,2WB20x800p,WERHE,0.50,rule_new
WERHE Profesjonalne wiertło do betonu SDS Plus 25 x 260 mm młotek beton kwadratowy X poczwórne cięcie krzyżowe,2WB25x260p,WERHE,0.50,rule_new
WERHE ® Profi SDS Plus Betonbohrer 25 x 260 mm Hammerbohrer Steinbohrer Framework X Vierfachschneide Kreuzschneide,2WB25x260p,WERHE,0.50,rule_new
Werkon Profi SDS Plus Betonbohrer 25 x 260 mm Hammerbohrer Steinbohrer Framework X Vierfachschneide Kreuzschneide,2WB25x260p,WERKON,0.50,rule_new
WERHE SDS Max Betonbohrer 25 x 460 mm Hammerbohrer Steinbohrer Beton Bohrer,2WB25x460m,WERHE,0.50,rule_new
WERHE SDS Max wiertło do betonu 25 x 460 mm wiertło udarowe wiertło do kamienia wiertło do betonu,2WB25x460m,WERHE,0.50,rule_new
WERHE Profi SDS Plus Betonbohrer 25 x 460 mm Hammerbohrer Steinbohrer Beton Bohrer,2WB25x460p,WERHE,0.50,rule_new
WERHE Profi SDS Plus Wiertło do betonu 25 x 460 mm Wiertło do młotów Wiertło do kamienia Wiertło do betonu,2WB25x460p,WERHE,0.50,rule_new
WERKON Profesjonalne wiertło do betonu SDS Plus 25 x 460 mm wiertło do betonu,2WB25x460p,WERKON,0.50,rule_new
WERKON Profi SDS Plus Betonbohrer 25 x 460 mm Hammerbohrer Steinbohrer Beton Bohrer,2WB25x460p,WERKON,0.50,rule_new
WERHE SDS Max Betonbohrer 25 x 600 mm Hammerbohrer Steinbohrer Beton Bohrer,2WB25x600m,WERHE,0.95,rule
WERHE SDS Max wiertło do betonu 25 x 600 mm wiertło udarowe wiertło do kamienia wiertło do betonu,2WB25x600m,WERHE,0.95,rule
WERKON SDS Max Betonbohrer 25 x 600 mm Hammerbohrer Steinbohrer Beton Bohrer,2WB25x600m,WERKON,0.95,rule
WERKON SDS Max wiertło do betonu 25 x 600 mm wiertło udarowe wiertło do kamienia wiertło do betonu,2WB25x600m,WERKON,0.95,rule
Wiertło do betonu 25x600mm sds max,2WB25x600m,,1.00,apilo
WERHE Profi SDS Plus Betonbohrer 25 x 600 mm Hammerbohrer Steinbohrer Beton Bohrer Quadro X Vierfachschneide Kreuzschneide,2WB25x600p,WERHE,0.95,rule
"WERHE Wiertło do betonu SDS Plus, do wiertarki udarowej, 25 x 600 mm, do kamienia, poczwórna krawędź Quadro X",2WB25x600p,WERHE,0.95,rule
"WERHE wiertło do betonu SDS Plus Ø 25 mm, długość 600 mm",2WB25x600p,WERHE,0.95,rule
WERKON Profi SDS Plus Betonbohrer 25 x 600 mm Hammerbohrer Steinbohrer Beton Bohrer Quadro X Vierfachschneide Kreuzschneide 25x600,2WB25x600p,WERKON,0.95,rule
WERKON Wiertło do betonu 25 x 600 mm Profesjonalny SDS Plus do wiertarki udarowej,2WB25x600p,WERKON,0.95,rule
Wiertło do betonu 25x600mm Sds plus,2WB25x600p,,1.00,apilo
WERHE ® Profi SDS PLUS Betonbohrer 25 x 800 mm Hammerbohrer Steinbohrer Beton Bohrer,2WB25x800p,WERHE,0.50,rule_new
WERHE ® Professional SDS Max wiertło do betonu 28 x 600 mm Wiertło udarowe Wiertło do muru Wiertło do betonu,2WB28x600m,WERHE,0.50,rule_new
WERHE ® Profi SDS Max Betonbohrer 28 x 600 mm Hammerbohrer Steinbohrer Beton Bohrer,2WB28x600m,WERHE,0.50,rule_new
WERHE Wiertło SDS PLUS do betonu 28 x 600 mm – Wiertło udarowe do betonu i cegły – 4 krawędzie tnące,2WB28x600p,WERHE,0.95,rule
WERHE ® Profi SDS PLUS Betonbohrer 28 x 600 mm Hammerbohrer Steinbohrer Beton Bohrer,2WB28x600p,WERHE,0.95,rule
Wiertarka do betonu WERHE ® Professional SDS PLUS 28 x 600 mm Wiertarka udarowa Wiertarka do betonu,2WB28x600p,WERHE,0.95,rule
Wiertarka do betonu WERHE ® Professional SDS PLUS 28 x 600 mm Wiertarka udarowa Wiertarka do kamienia Wiertarka do betonu,2WB28x600p,WERHE,0.95,rule
Wiertło do Betonu 28 x 600mm SDS Plus,2WB28x600p,,1.00,apilo
"WERHE wiertło do betonu SDS Max 30x600 mm, wiertło udarowe, 4 ostrza, beton",2WB30x600m,WERHE,0.95,rule
WERHE ® Profesjonalne Wiertło do betonu SDS Max 30 x 600 mm Wiertarka udarowa Wiertarka do kamienia Wiertarka do betonu,2WB30x600m,WERHE,0.95,rule
WERHE ® Profi SDS Max Betonbohrer 30 x 600 mm Hammerbohrer Steinbohrer Beton Bohrer,2WB30x600m,WERHE,0.95,rule
Wiertło do betonu 30x600mm SDS MAX,2WB30x600m,,1.00,apilo
WERHE Wiertło SDS PLUS do betonu 30 x 600 mm – Wiertło udarowe do betonu i cegły – 4 krawędzie tnące,2WB30x600p,WERHE,0.95,rule
WERHE ® Professional SDS PLUS 30 x 600 mm Wiertarka udarowa Wiertarka do kamienia Wiertarka do betonu,2WB30x600p,WERHE,0.95,rule
WERHE ® Profi SDS PLUS Betonbohrer 30 x 600 mm Hammerbohrer Steinbohrer Beton Bohrer,2WB30x600p,WERHE,0.95,rule
Wiertarka do betonu WERHE ® Professional SDS PLUS 30 x 600 mm Wiertarka udarowa Wiertarka do kamienia Wiertarka do betonu,2WB30x600p,WERHE,0.95,rule
Wiertło do Betonu 30 x 600mm SDS Plus,2WB30x600p,,1.00,apilo
WERHE Profi SDS PLUS Betonbohrer 32 x 260 mm Hammerbohrer Steinbohrer Beton Bohrer,2WB32x260p,WERHE,0.50,rule_new
"WERHE Profi SDS PLUS Wiertło do betonu 32 x 260 mm Wiertło młotkowe Wiertło do muru, wiertło do betonu",2WB32x260p,WERHE,0.50,rule_new
WERHE SDS Max Betonbohrer 32 x 460 mm Hammerbohrer Steinbohrer Beton Bohrer,2WB32x460m,WERHE,0.50,rule_new
WERHE SDS Max wiertło do betonu 32 x 460 mm wiertło udarowe wiertło do betonu,2WB32x460m,WERHE,0.50,rule_new
WERHE SDS Max wiertło do betonu 32 x 460 mm wiertło udarowe wiertło do kamienia wiertło do betonu,2WB32x460m,WERHE,0.50,rule_new
WERHE Profi SDS Plus Betonbohrer 32 x 460 mm Hammerbohrer Steinbohrer Beton Bohrer,2WB32x460p,WERHE,0.50,rule_new
WERHE Profi SDS Plus Wiertło do betonu 32 x 460 mm,2WB32x460p,WERHE,0.50,rule_new
WERHE Profi SDS Plus Wiertło do betonu 32 x 460 mm Wiertło do młotów Wiertło do kamienia Wiertło do betonu,2WB32x460p,WERHE,0.50,rule_new
WERHE SDS Max Betonbohrer 32 x 600 mm Hammerbohrer Steinbohrer Beton Bohrer,2WB32x600m,WERHE,0.95,rule
WERHE SDS Max wiertło do betonu 32 x 600 mm wiertło udarowe wiertło do kamienia wiertło do betonu,2WB32x600m,WERHE,0.95,rule
WERKON SDS Max Betonbohrer 32 x 600 mm Hammerbohrer Steinbohrer Beton Bohrer,2WB32x600m,WERKON,0.95,rule
WERKON SDS Max wiertło do betonu 32 x 600 mm wiertło udarowe wiertło do kamienia wiertło do betonu,2WB32x600m,WERKON,0.95,rule
Wiertło do betonu 32x600 sds max,2WB32x600m,,1.00,apilo
WERHE SDS PLUS Betonbohrer 32 x 600 mm Hammerbohrer Steinbohrer Beton Bohrer,2WB32x600p,WERHE,0.95,rule
WERHE Wiertło SDS PLUS do betonu 32 x 600 mm – Wiertło udarowe do betonu i cegły – 4 krawędzie tnące,2WB32x600p,WERHE,0.95,rule
WERHE wiertło do betonu SDS Plus 32x600 mm wiertło udarowe z węglika,2WB32x600p,WERHE,0.95,rule
WERKON Betonbohrer 32x600mm Profi SDS Plus für Schlagbohrmaschine,2WB32x600p,WERKON,0.95,rule
Wiertło SDS Plus 32mm Ø - Bardzo długie 32x600 mm - Idealne do szybkiego wiercenia w betonie - Wysokiej jakości końcówka z węglików spiekanych - Bez odprysków w stali zbrojeniowej 32x600mm,2WB32x600p,,0.95,rule
Wiertło do betonu 32x600mm Sds plus,2WB32x600p,,1.00,apilo
Wiertło do betonu SDS Plus profesjonalna jakość do młotowiertarki 32 x 600 mm,2WB32x600p,,0.95,rule
WERHE ® Profi SDS MAX Betonbohrer 32 x 800 mm Hammerbohrer Steinbohrer Beton Bohrer,2WB32x800m,WERHE,0.50,rule_new
WERHE ® Profi SDS MAX Betonbohrer 32 x 800 mm Hammerbohrer Steinbohrer Beton Bohrer…,2WB32x800m,WERHE,0.50,rule_new
WERHE ® Profi SDS PLUS Betonbohrer 32 x 800 mm Hammerbohrer Steinbohrer Beton Bohrer,2WB32x800p,WERHE,0.50,rule_new
WERHE ® Profesjonalne Wiertło do betonu SDS Max 40 x 460 mm Wiertarka udarowa Wiertarka do kamienia Wiertarka do betonu,2WB40x460m,WERHE,0.95,rule
WERHE ® Profi SDS Max Betonbohrer 40 x 460 mm Hammerbohrer Steinbohrer Beton Bohrer,2WB40x460m,WERHE,0.95,rule
Wiertło do betonu 40x460mm SDS MAX,2WB40x460m,,1.00,apilo
WERHE SDS Max Betonbohrer 40 x 600 mm Hammerbohrer Steinbohrer Beton Bohrer,2WB40x600m,WERHE,0.95,rule
WERHE SDS Max wiertło do betonu 40 x 600 mm wiertło udarowe wiertło do kamienia wiertło do betonu,2WB40x600m,WERHE,0.95,rule
WERHE Wiertło udarowe SDS Max do betonu 40 x 600 mm wiertło udarowe wiertło do betonu,2WB40x600m,WERHE,0.95,rule
"WERHE wiertło do betonu SDS Max Ø 40 mm, długość 600 mm, węglik spiekany",2WB40x600m,WERHE,0.95,rule
WERKON SDS Max Betonbohrer 40 x 600 mm Hammerbohrer Steinbohrer Beton Bohrer,2WB40x600m,WERKON,0.95,rule
WERKON SDS Max wiertło do betonu 40 x 600 mm wiertło udarowe wiertło do kamienia wiertło do betonu,2WB40x600m,WERKON,0.95,rule
WERKON wiertło do betonu SDS Max 40x600 mm z ostrza krzyżowego z węglika,2WB40x600m,WERKON,0.95,rule
Wiertło do betonu 40x600 sds max,2WB40x600m,,1.00,apilo
WERHE Wiertło SDS PLUS do betonu 40 x 600 mm – Wiertło udarowe do betonu i cegły – 4 krawędzie tnące,2WB40x600p,WERHE,0.95,rule
WERHE ® Profi SDS PLUS Betonbohrer 40 x 600 mm Hammerbohrer Steinbohrer Beton Bohrer,2WB40x600p,WERHE,0.95,rule
"WERHE® Profi SDS PLUS wiertarka do betonu 40 x 600 mm wiertarka do kamienia, wiertarka do betonu",2WB40x600p,WERHE,0.95,rule
WERKON Profi SDS Plus Betonbohrer 40 x 600 mm Hammerbohrer Steinbohrer Beton Bohrer Quadro X Vierfachschneide,2WB40x600p,WERKON,0.95,rule
WERKON Profi SDS Plus Betonbohrer 40 x 600 mm Hammerbohrer Steinbohrer Beton Bohrer Quadro X Vierfachschneide Kreuzschneide,2WB40x600p,WERKON,0.95,rule
WERKON Wiertło do betonu 40 x 600 mm Profesjonalny SDS Plus do wiertarki udarowej,2WB40x600p,WERKON,0.95,rule
"WERKON wiertło do betonu SDS Plus 40 x 600 mm, wiertło udarowe do żelbetu",2WB40x600p,WERKON,0.95,rule
Wiertło do betonu 40x600mm sds plus,2WB40x600p,,1.00,apilo
"WERHE ® Professional 5 szt. SDS Plus wiertło do betonu 6,5 x 260 mm kamień młotkowy Quadro X Quadruple cięcie krzyżowe","2WB6,5x260pn5",WERHE,0.80,review
WERHE ® Profi 5 tlg. SDS Plus Betonbohrer 6.5 x 260 mm Hammer Stein Beton Quadro X Vierfachschneide Kreuzschneide,"2WB6,5x260pn5",WERHE,0.80,review
"Zestaw wierteł do betonu 6,5x260 5szt SDS PLUS","2WB6,5x260pn5",,0.80,review
WERHE ® Professional 5 szt. SDS Plus wiertło do betonu 6 x 110 mm kamień młotkowy Quadro X Quadruple cięcie krzyżowe,2WB6x110pn5,WERHE,0.80,review
WERHE ® Profi 5 tlg. SDS Plus Betonbohrer 6 x 110 mm Hammer Stein Beton Quadro X Vierfachschneide Kreuzschneide,2WB6x110pn5,WERHE,0.80,review
WERHE Professional SDS Plus wiertarka do betonu 6 x 160 mm,2WB6x160p,WERHE,0.95,rule
WERHE Profi SDS Plus Betonbohrer 6 x 160 mm Hammerbohrer Steinbohrer Beton Bohrer Quadro X Vierfachschneide Kreuzschneide,2WB6x160p,WERHE,0.95,rule
WERHE ® Profesjonalne 5 szt. SDS Plus wiertło do betonu 6 x 160 mm kamień młotkowy Quadro X poczwórne cięcie poprzeczne,2WB6x160p,WERHE,0.95,rule
WERHE ® Profi 5 tlg. SDS Plus Betonbohrer 6 x 160 mm Hammer Stein Beton Quadro X Vierfachschneide Kreuzschneide,2WB6x160p,WERHE,0.95,rule
Wiertło do betonu 6x160 sds plus,2WB6x160p,,1.00,apilo
WERHE ® Profesjonalny 5 szt. SDS Plus wiertło do betonu 6 x 210 mm młotek kamień beton Quadro X poczwórne cięcie przecinak,2WB6x210pn5,WERHE,0.80,review
WERHE ® Profi 10 tlg. SDS Plus Betonbohrer 6 x 210 mm Hammer Stein Beton Quadro X Vierfachschneide Kreuzschneide,2WB6x210pn5,WERHE,0.80,review
WERHE ® Profi 5 tlg. SDS Plus Betonbohrer 6 x 210 mm Hammer Stein Beton Quadro X Vierfachschneide Kreuzschneide,2WB6x210pn5,WERHE,0.80,review
WERHE ® Professional 5 szt. SDS Plus wiertło do betonu 6 x 260 mm kamień młotkowy Quadro X Quadruple cięcie krzyżowe,2WB6x260pn5,WERHE,0.80,review
WERHE ® Profi 5 tlg. SDS Plus Betonbohrer 6 x 260 mm Hammer Stein Beton Quadro X Vierfachschneide Kreuzschneide,2WB6x260pn5,WERHE,0.80,review
WERHE ® Professional 5 szt. SDS Plus wiertło do betonu 8 x 210 mm młotek kamień beton Quadro X Quadruple cięcie krzyżowe,2WB8x210pn5,WERHE,0.80,review
WERHE ® Profi 5 tlg. SDS Plus Betonbohrer 8 x 210 mm Hammer Stein Beton Quadro X Vierfachschneide Kreuzschneide,2WB8x210pn5,WERHE,0.80,review
"WERKON SDS Plus 5-częściowy zestaw wierteł do betonu 6, 8, 10, 12, 14 x 210 mm wiertło udarowe do betonu",2ZWB1x210p,WERKON,0.80,rule
"Werhe® Zestaw wierteł do betonu 5szt 6, 8, 10, 12, 14 x 210 Młotowiertarka Wiertło do kamienia Wiertło do betonu",2ZWB1x210p,WERHE,0.80,review
Zestaw wierteł do betonu 12x210 5szt SDS PLUS,2ZWB1x210p,,0.70,rule
"Zestaw wierteł do betonu 6,8,10,12,14x 210mm SDS Plus",2ZWB1x210p,,1.00,apilo
"Werkon Glas und Fliesen Bohrer-Set 5 Stück 4,5,6,8,10 mm Innensechskant 1/10,2 cm",2Zesthn5,WERKON,0.50,rule_new
"WERHE Dłuto zębate SDS Plus 100 mm, długość 175 mm – usuwanie tynku/kleju do płytek – dłuto skrobakowe/zębate do młota udarowego – wymienne ostrze",3DB100x175p,WERHE,0.50,rule_new
"WERHE dłuto łopatowe 110 mm x 410 mm, SDS Max uchwyt, stal stopowa",3DB110x410m,WERHE,0.50,rule_new
WERHE ® Professional SDS Max Dłuto łopatkowe 110 x 410 mm Uchwyt SDS Max 18 mm do wiertarki Dłuto do młotowiertarki Plastikowa walizka,3DB110x410m,WERHE,0.50,rule_new
Dłuto do betonu 20x400 Sds plus,3DB20x400p,,1.00,apilo
WERHE Profi 20 x 400 mm SDS Plus Flachmeißel Meißel Flach Breitmeißel Meißel,3DB20x400p,WERHE,0.95,rule
WERHE Profi dłuto płaskie płaskie 20 x 400 mm SDS Plus,3DB20x400p,WERHE,0.95,rule
"WERHE dłuto płaskie SDS Plus 20 x 400 mm, stal hartowana, beton, mur",3DB20x400p,WERHE,0.95,rule
WERHE Profi 20 x 600 mm SDS Plus Flachmeißel Meißel Flach Breitmeißel Meißel,3DB20x600p,WERHE,0.50,rule_new
WERHE Profi 20 x 600 mm SDS Plus płaski dłuto cegły dłuto płaskie szerokie dłuto,3DB20x600p,WERHE,0.50,rule_new
WERKON Profi SDS Plus Flachmeißel Breitmeißel 20 x 600 mm Flach Breit Meißel Meissel,3DB20x600p,WERKON,0.50,rule_new
