name,lines,units,lines_WRO5,lines_XPO1,first_month,last_month,family,shank,L_est,fkey,skus,fc_dominant,purity,fc_last
"WERHE Świder glebowy do wiertarki 50 mm Ø, 220 mm długości - Świder ogrodowy do wkrętarki akumulatorowej do sadzenia, kwiatów i kopania dołków - Narzędzie do kopania w ogrodzie",11,213.0,11,0,2024-12,2026-04,auger,,220.0,auger|d50,,WRO5,1.0,WRO5
Przedłużka do świdra 400mm,6,210.0,6,0,2026-07,2026-08,extension,,400.0,extension|l400,5PR400,WRO5,1.0,WRO5
WERHE Przedłużacz do wiercenia 750 mm – SDS Max adapter do głębokich otworów – wytrzymały i kompatybilny,15,208.0,0,15,2025-09,2026-03,extension,sds_max,750.0,extension|l750|sds_max,,XPO1,1.0,XPO1
WERHE SDS Max wiertło do betonu 40 x 600 mm wiertło udarowe wiertło do kamienia wiertło do betonu,15,206.0,0,15,2024-08,2026-04,drill_bit,sds_max,600.0,drill_bit|d40|l600|sds_max,,XPO1,1.0,XPO1
"WERHE ® Wbijak gwoździ SDS Plus 20,2 mm do młotowiertarek – Wydajne narzędzie do wbijania gwoździ i prętów – Wytrzymała stal chromowo-wanadowa",2,200.0,2,0,2026-03,2026-05,driver_rod,sds_plus,150.0,driver_rod|d20.2|sds_plus,,WRO5,1.0,WRO5
Smar z dwusiarczkiem molibdenu - 100ml,2,200.0,2,0,2026-08,2026-08,grease,,150.0,grease|d100,4Smar100,WRO5,1.0,WRO5
"WERHE Zestaw 5 brzeszczotów do wyrzynarek Professional T744D 180 mm – Bardzo długie brzeszczoty do precyzyjnych cięć w drewnie, kompatybilne z wyrzynarkami BOSCH, METABO, MAKITA oraz z chwytem T.",2,200.0,2,0,2026-04,2026-05,other,,180.0,other,,WRO5,1.0,WRO5
WERHE Wiertarka uziemiająca z uchwytem SDS Max 40 mm Wytrzymała końcówka wiertła 40mm,11,198.0,0,11,2025-02,2026-03,other,sds_max,800.0,other|sds_max,,XPO1,1.0,XPO1
"Werhe® Sds max do Sds plus Adapter. Wysokiej jakości adapter SDS Max z uchwytem SDS Plus, adapter uchwytu wiertarskiego, do wiertarki udarowej SDS Max i narzędzi SDS Plus.",12,197.0,12,0,2024-06,2026-03,adapter,sds_max,150.0,adapter|sds_max|sds_plus,,WRO5,1.0,WRO5
"Adapter WERHE® HEX do gwintu wewnętrznego m14 - wytrzymały i stabilny, wykonany ze stali - pasuje do wszystkich wiertarek i wkrętarek akumulatorowych z uniwersalnym uchwytem wiertarskim",13,195.0,13,0,2024-07,2026-04,adapter,hex,150.0,adapter|hex|m14,,WRO5,1.0,WRO5
"WERHE adapter SDS Max do wierteł ziemnych – łączy wiertarki z uchwytami SDS Max i wiertła ziemne WERHE (40-200 mm) – solidna konstrukcja stalowa, długość 140 mm",5,195.0,5,0,2026-02,2026-05,adapter,sds_max,140.0,adapter|l140|sds_max,,WRO5,1.0,WRO5
"WERHE Świder ziemny do wiertarki z adapterem SDS Max ⌀50 mm, długość 80 cm - świder do studni, świder do sadzenia drzew, świder do otworów ziemnych, świder do pali, świder do przepustów",15,194.0,0,15,2024-06,2026-05,auger,sds_max,800.0,auger|d50|l800|sds_max,,XPO1,1.0,XPO1
"WERHE Profesjonalne dłuto łopatkowe SDS Max, płaskie, 50 x 600 mm szerokości",15,189.0,0,15,2024-08,2026-05,chisel_flat,sds_max,600.0,chisel_flat|d50|l600|sds_max,,XPO1,1.0,XPO1
"WERHE® Adapter do diamentowych wierteł rdzeniowych - 1 1/4"" cala UNC na HEX - do wkrętarek akumulatorowych - dodatkowo z gwintem wewnętrznym 1/2˝ cala",13,187.0,13,0,2024-06,2025-10,adapter,hex,150.0,adapter|hex|unc_1_1_4,,WRO5,1.0,WRO5
"WERHE ® Profesjonalne - 2 x drewniane ostrza do wyrzynarki - C 250 mm T1044D Jumbo Long - szybkie cięcie grubych warstw - kompatybilne z wyrzynarkami Bosch, Metabo, Milwaukee, Makita",9,185.0,9,0,2024-09,2025-09,other,,250.0,other,,WRO5,1.0,WRO5
"WERHE świder ziemny do wiertnicy ⌀50 mm, długość 80 cm - świder do studni, świder do sadzenia drzew, świder do otworów ziemnych, świder do pali, świder do przepustów - narzędzie do kopania",13,182.0,0,13,2024-06,2026-04,auger,,800.0,auger|d50|l800,,XPO1,1.0,XPO1
Werkon Profesjonalny adapter ślimakowy do wiertarki Stihl BT 106 BT 120 BT 121 BT 130 BT 131 biegun,7,181.0,7,0,2024-06,2025-07,adapter,,150.0,adapter,,WRO5,1.0,WRO5
"WERHE dłuto łopatkowe SDS Hex 75x410 mm, do betonu, mur, młot wyburzeniowy",1,180.0,1,0,2026-06,2026-06,chisel_flat,hex30,410.0,chisel_flat|d75|l410|hex30,,WRO5,1.0,WRO5
Adapter gwint 1/2-20unf zewnętrzny na m14 zewnętrzny (7),2,180.0,2,0,2026-07,2026-08,adapter,m14,150.0,adapter|m14|unf_1_2,4A1/2-20UNF-M14,WRO5,1.0,WRO5
Świder Do gleby 150D SDS MAX,9,175.0,0,9,2026-07,2026-08,auger,sds_max,800.0,auger|sds_max,1ZWG150dm,XPO1,1.0,XPO1
Adapter do świdra SDS MAX,5,175.0,5,0,2026-07,2026-08,adapter,sds_max,150.0,adapter|sds_max,4AMax,WRO5,1.0,WRO5
WERHE Adapter sześciokątny do wiertarek ziemnych – stalowy adapter sześciokątny do wiertarek akumulatorowych – kompatybilny z wiertarkami do otworów w ziemi 40-200 mm,5,175.0,5,0,2026-03,2026-05,adapter,hex,150.0,adapter|hex,,WRO5,1.0,WRO5
WERHE ® Professional HEX28 Dłuto płaskie 75 x 400 mm Uchwyt sześciokątny 28 mm do młota wyburzeniowego Dłuto płaskie płaskie,19,174.0,19,0,2024-08,2026-05,chisel_flat,hex28,400.0,chisel_flat|d75|l400|hex28,,WRO5,1.0,WRO5
"WERHE Świder glebowy do wiertarki 100 mm Ø, 250 mm długości - Świder ogrodowy do wkrętarki akumulatorowej do sadzenia, kwiatów i kopania dołków - Narzędzie do kopania w ogrodzie",14,173.0,14,0,2024-12,2026-04,auger,,250.0,auger|d100,,WRO5,1.0,WRO5
WERHE Profesjonalny wiertło do ślimaka 80 mm dobrze precyzyjne spiralne ekologiczne farby z adapterem sześciokątnym,14,173.0,0,14,2024-08,2026-04,auger,hex,800.0,auger|d80|hex,,XPO1,1.0,XPO1
WERHE ® Przedłużenie wiercenia 300 mm SDS Max do SDS Max chwyt do nagrywania adaptera,12,172.0,12,0,2024-12,2026-03,adapter,sds_max,300.0,adapter|sds_max,,WRO5,1.0,WRO5
"WERKON Profesjonalny adapter do wiertnic ziemnych, pasujący do wiertarki SDS Plus, wkrętarki akumulatorowej, wiertarki palowej",6,170.0,6,0,2026-03,2026-05,adapter,sds_plus,150.0,adapter|sds_plus,,WRO5,1.0,WRO5
"WERHE adapter do wierteł ziemnych STIHL BT 106 C, BT 120 C, BT 121, BT 130, BT 131 – Wysokiej jakości stal, uniwersalne zastosowanie",8,170.0,8,0,2026-02,2026-05,adapter,,150.0,adapter,,WRO5,1.0,WRO5
Adapter z M18 do 1.1/4,8,164.0,8,0,2026-07,2026-08,adapter,m18,150.0,adapter|m18|unc_1_1_4,4AM18-1.1/4,WRO5,1.0,WRO5
"WERHE® Adapter M14 do wiertła do gleby ze śrubą motylkową, ADAPTER do9 MIESZadła M14 WIERTARKA DO GRUNTÓW, ŚLIMAK, mieszadło do betonu",14,162.0,14,0,2024-07,2026-03,adapter,m14,150.0,adapter|m14,,WRO5,1.0,WRO5
WERHE® Adapter do wiertła diamentowego wiertła rdzeniowego - 1 1/4 cala UNC na M16 - dodatkowo z gwintem wewnętrznym 1/2 cala,10,160.0,10,0,2024-06,2025-12,adapter,unc_1_1_4,150.0,adapter|unc_1_1_4,,WRO5,1.0,WRO5
Werhe® 5 szt. Szybka wymiana śrub do wierteł ziemnych. Śruba bezpieczeństwa z zawleczką. Wykonany z wysokiej jakości stali sprężynowej. Śruba nadaje się do wszystkich uniwersalnych wierteł ziemnych.,11,160.0,11,0,2024-06,2026-05,pin,,150.0,pin|n5,,WRO5,1.0,WRO5
"Zestaw świdrów ziemnych WERHE Ø60 mm, dł. 80 cm z adapterem SDS Plus – kompatybilny ze standardowymi wiertłami SDS Plus, idealny do budowy ogrodzeń i prac ogrodniczych.",2,156.0,0,2,2026-05,2026-05,adapter,sds_plus,800.0,adapter|d60|sds_plus,,XPO1,1.0,XPO1
WERHE Profesjonalny adapter do świdrów pasujący do młotowiertarki SDS Max do wiercenia pali wiertarka akumulatorowa z Bolcem wykonany z wysokiej jakości stali sprężynowej,11,156.0,11,0,2024-06,2026-05,adapter,sds_max,150.0,adapter|sds_max,,WRO5,1.0,WRO5
"Adapter WERHE® 1 1/4” UNC do gniazda M18. Do połączenia wiertła koronowego z otwornicą do betonu, wiertła koronowego z wiertłem puszkowym.",14,155.0,14,0,2024-08,2026-05,adapter,m18,150.0,adapter|m18|unc_1_1_4,,WRO5,1.0,WRO5
"WERHE®adapter do wierteł diamentowych – gwint M18 na 1 1/4"" UNC i gwint wewnętrzny 1/2"" – solidne stalowe złącze do precyzyjnego wiercenia na mokro w betonie i kamieniu",7,155.0,7,0,2026-02,2026-05,adapter,m18,150.0,adapter|m18|unc_1_1_4,,WRO5,1.0,WRO5
"WERHE Profi SDS PLUS Wiertło do betonu 32 x 260 mm Wiertło młotkowe Wiertło do muru, wiertło do betonu",9,153.0,9,0,2024-06,2026-04,drill_bit,sds_plus,260.0,drill_bit|d32|l260|sds_plus,,WRO5,1.0,WRO5
WERHE Wiertło do betonu SDS MAX 16 x 600 mm - wiertło do muru pasuje do wiertarki - wiertło udarowe do wiercenia w betonie i cegle - poczwórna krawędź tnąca z podwójną spiralą i końcówką z węglików,13,151.0,0,13,2025-02,2026-04,drill_bit,sds_max,600.0,drill_bit|d16|l600|sds_max|dbl,,XPO1,1.0,XPO1
WERHE® 55x70x220 Młot udarowy gwiazdkowy do wbijania słupków z dłutem do wyburzeń Młot udarowy SDS Max,14,150.0,14,0,2024-06,2025-12,driver_rod,sds_max,70.0,driver_rod|d55|l70|sds_max,,WRO5,1.0,WRO5
"WERKON Zestaw 5 brzeszczotów do wyrzynarek Professional T744D 180 mm – Bardzo długie brzeszczoty do precyzyjnych cięć w drewnie, kompatybilne z wyrzynarkami BOSCH, METABO, MAKITA oraz z chwytem T.",3,150.0,3,0,2026-02,2026-04,other,,180.0,other,,WRO5,1.0,WRO5
"WERHE ® Zestaw dłut SDS Plus 400 mm 3-częściowy 20, 50 mm",11,149.0,0,11,2024-12,2026-03,set_chisel,sds_plus,400.0,set_chisel|sds_plus|n3,,XPO1,1.0,XPO1
WERHE ® Professional SDS Max Dłuto łopatkowe 110 x 410 mm Uchwyt SDS Max 18 mm do wiertarki Dłuto do młotowiertarki Plastikowa walizka,20,147.0,0,20,2024-08,2025-11,chisel_flat,sds_max,410.0,chisel_flat|d110|l410|sds_max,,XPO1,1.0,XPO1
WERHE ® 20.2x35x257 Profesjonalny wzmocniony młot do wbijania gwoździ w ziemię młot udarowy do wbijania pali SDS Max,18,146.0,18,0,2024-08,2026-02,driver_rod,sds_max,35.0,driver_rod|d20.2|l35|sds_max,,WRO5,1.0,WRO5
"WERHE® Adapter M14 do wiertarki ziemnej ze bolcem szybkomocującym, ADAPTER MIESZANIA M14 WIERTARKA DO GRUNTÓW, ŚRUBA, mieszadło do betonu",12,145.0,12,0,2024-06,2026-03,adapter,m14,150.0,adapter|m14,,WRO5,1.0,WRO5
"WERHE Profesjonalny zestaw dłut sześciokątnych SDS, 2 sztuki, 35, 50 x 410 mm, końcówka płaska do młota wyburzeniowego",25,142.0,0,25,2024-06,2025-11,set_chisel,hex,410.0,set_chisel|hex|n50,,XPO1,1.0,XPO1
"WERHE ® Wbijak do kotew gruntowych SDS-Max 13,5 x 35 x 260 mm – Wytrzymała stal do prętów uziomowych i kołków uziemiających – Kompatybilny z młotami udarowo-obrotowymi – Profesjonalna jakość",4,142.0,4,0,2026-03,2026-03,driver_rod,sds_max,35.0,driver_rod|d13.5|l35|sds_max,,WRO5,1.0,WRO5
Świder do Gleby 80D SDS PLUS,5,140.0,0,5,2026-07,2026-08,auger,sds_plus,800.0,auger|sds_plus,1ZWG80dp,XPO1,1.0,XPO1
WERHE Wiertarka ziemna z uchwytem SDS Max 100 mm wiertło wiertło runo 100 mm,10,138.0,0,10,2025-01,2026-05,other,sds_max,800.0,other|sds_max,,XPO1,1.0,XPO1
WERHE Profesjonalne wiertło SDS Plus do betonu 16 x 460 mm wiertło udarowe wiertło do kamienia wiertło do betonu,4,136.0,0,4,2024-08,2025-01,drill_bit,sds_plus,460.0,drill_bit|d16|l460|sds_plus,,XPO1,1.0,XPO1
WERHE ® Profi HEX28 dłuto szpiczaste 28 x 400 mm gniazdo sześciokątne 28 mm do młota wyburzeniowego dłuto szpiczaste Dłuto,16,135.0,16,0,2024-09,2026-05,chisel_flat,hex28,400.0,chisel_flat|d28|l400|hex28,,WRO5,1.0,WRO5
WERHE Profesjonalny otwór odpowiedni do wiertarki udarowej SDS Max adapter do wiertarki udarowej do wiertarki biegunowej,4,135.0,4,0,2024-06,2025-09,adapter,sds_max,150.0,adapter|sds_max,,WRO5,1.0,WRO5
"Adapter WERHE® 1 1/4"" UNC na gniazdo R 1/2""BSPP. Wiertło koronowe do otwornicy do betonu, wiertło koronowe do wiertarki puszkowej.",7,133.0,7,0,2026-01,2026-04,adapter,unc_1_1_4,150.0,adapter|unc_1_1_4,,WRO5,1.0,WRO5
Adapter Hex,3,130.0,3,0,2026-07,2026-08,adapter,hex,150.0,adapter|hex,4AHex,WRO5,1.0,WRO5
"WERHE Dłuto płaskie SDS Max 75 x 600 mm – szerokie dłuto wykonane z hartowanej stali do betonu i muru, kompatybilne z młotami udarowo-obrotowymi",6,130.0,0,6,2026-02,2026-05,chisel_flat,sds_max,600.0,chisel_flat|d75|l600|sds_max,,XPO1,1.0,XPO1
Świder Ogrodowy 60X600,5,130.0,0,5,2026-07,2026-08,auger,,600.0,auger|d60|l600,1Wo60x600,XPO1,1.0,XPO1
WERHE ® Przedłużacz wiertła 750 mm SDS Max na SDS Max trzpień do adaptera uchwyt,9,128.0,0,9,2024-08,2025-07,extension,sds_max,750.0,extension|l750|sds_max,,XPO1,1.0,XPO1
WERHE Profesjonalne wiertło do ślimaka 60 mm stos dobrze precyzyjna spiralna farba ekologiczna z adapterem sześciokątnym,11,127.0,0,11,2024-06,2026-04,auger,hex,800.0,auger|d60|hex,,XPO1,1.0,XPO1
Świder do Gleby 150H SDS PLUS,8,126.0,0,8,2026-07,2026-08,auger,sds_plus,800.0,auger|sds_plus,1ZWG150hp,XPO1,1.0,XPO1
Świder do Gleby 50D SDS PLUS,2,126.0,0,2,2026-07,2026-08,auger,sds_plus,800.0,auger|sds_plus,1ZWG50dp,XPO1,1.0,XPO1
WERHE ® Professional SDS Plus Spitz szpiczasty 600 mm młot rozbiórkowy beton,12,125.0,0,12,2024-08,2026-04,chisel_point,sds_plus,600.0,chisel_point|l600|sds_plus,,XPO1,1.0,XPO1
"WERHE® Profi SDS PLUS wiertarka do betonu 40 x 600 mm wiertarka do kamienia, wiertarka do betonu",10,125.0,0,10,2024-06,2026-04,drill_bit,sds_plus,600.0,drill_bit|d40|l600|sds_plus,,XPO1,1.0,XPO1
Świder do Gleby 80D SDS MAX,6,124.0,0,6,2026-07,2026-08,auger,sds_max,800.0,auger|sds_max,1ZWG80dm,XPO1,1.0,XPO1
Wiertło do betonu SDS Plus profesjonalna jakość do młotowiertarki 32 x 600 mm,9,123.0,0,9,2024-10,2026-04,drill_bit,sds_plus,600.0,drill_bit|d32|l600|sds_plus,,XPO1,1.0,XPO1
"WERHE ® Professional - 10 x drewniane ostrza do wyrzynarki - C 180 mm T744D bardzo długi - szybkie cięcie grube warstwy - kompatybilne z wyrzynarkami Bosch, Metabo, Milwaukee, Makita",10,122.0,10,0,2024-07,2025-11,other,,180.0,other,,WRO5,1.0,WRO5
WERKON Profesjonalne wiertło do betonu SDS Plus 10 x 600 mm wiertło udarowe wiertło do kamienia wiertło do betonu Quadro X poczwórne ostrze ostrze krzyżowe,10,120.0,0,10,2024-08,2026-04,drill_bit,sds_plus,600.0,drill_bit|d10|l600|sds_plus,,XPO1,1.0,XPO1
WERHE Przedłużka do świdra ziemnego 1000 mm – solidna stalowa konstrukcja do głębszych wierceń – profesjonalna jakość,4,120.0,0,4,2026-05,2026-05,extension,,1000.0,extension|l1000,,XPO1,1.0,XPO1
"WERHE Profesjonalny brzeszczot do wyrzynarki do drewna, C 250 mm, T225B, smukły, długi, szeroki, grubszy warstw, kompatybilny z wyrzynarkami Bosch, Metabo, Milwaukee, Makita",5,120.0,5,0,2025-11,2026-04,blade_jigsaw,,250.0,blade_jigsaw|T225B|l250,,WRO5,1.0,WRO5
WERHE Profesjonalny adapter SDS Plus do M14 wewnętrzny,8,120.0,8,0,2025-12,2026-05,adapter,sds_plus,150.0,adapter|sds_plus|m14,,WRO5,1.0,WRO5
Świder do Gleby 100H SDS Plus,4,120.0,0,4,2026-07,2026-08,auger,sds_plus,800.0,auger|sds_plus,,XPO1,1.0,XPO1
WERHE Wiertło do betonu SDS MAX 18 x 600 mm - wiertło do muru pasuje do wiertarki - wiertło udarowe do wiercenia w betonie i cegle - poczwórna krawędź tnąca z podwójną spiralą i końcówką z węglików,12,119.0,0,12,2025-02,2026-03,drill_bit,sds_max,600.0,drill_bit|d18|l600|sds_max|dbl,,XPO1,1.0,XPO1
WERHE Profesjonalne wiertło do ślimaków 40 mm bateria precyzyjna spirala Eco kolorowa farba z adapterem sześciokątnym,11,119.0,0,11,2024-11,2026-05,auger,hex,800.0,auger|d40|hex,,XPO1,1.0,XPO1
"WERHE Profesjonalny zestaw adapterów ślimakowych odpowiedni do wiertarki udarowej SDS Plus, a także do wiertarki akumulatorowej SDS Max z 2 szt.. Śruba wykonana z wysokiej jakości stali sprężynowej.",12,119.0,12,0,2024-08,2026-05,set_adapter,sds_max,150.0,set_adapter|sds_max|sds_plus|n2,,WRO5,1.0,WRO5
WERHE profesjonalne wiertło do ziemi 120 mm wiertło do pali wiertło do studni precyzyjne wiertło punktowe,9,118.0,0,9,2024-06,2025-10,auger,,800.0,auger|d120,,XPO1,1.0,XPO1
"WERHE ® 20.2x35x257 Profesjonalny wbijak do gwoździ, wbijak do słupów, przecinak HEX do młotów wyburzeniowych.",13,118.0,13,0,2024-06,2026-04,driver_rod,hex,35.0,driver_rod|d20.2|l35|hex,,WRO5,1.0,WRO5
Wbijak do pali 85x105x234 mm HEX30,6,114.0,6,0,2026-07,2026-08,driver_pile,hex30,105.0,driver_pile|d85|l105|hex30,6PO85x234h30;6PO85x220h30,WRO5,1.0,WRO5
WERKON SDS Max wiertło do betonu 40 x 600 mm wiertło udarowe wiertło do kamienia wiertło do betonu,16,112.0,0,16,2024-06,2026-05,drill_bit,sds_max,600.0,drill_bit|d40|l600|sds_max,,XPO1,1.0,XPO1
"Profesjonalna wiertarka WERHE®, świder do wiertarki Wytrzymała 150 mm, wiertło do świdra do ziemi.",7,112.0,0,7,2025-09,2026-05,auger,,800.0,auger|d150,,XPO1,1.0,XPO1
Świder do Gleby 100D SDS PLUS,3,112.0,0,3,2026-07,2026-08,auger,sds_plus,800.0,auger|sds_plus,1ZWG100dp,XPO1,1.0,XPO1
"WERHE® M14 na 1/2""-20 UNF – Wysokiej jakości stalowy adapter do uchwytów wiertarskich i mieszadeł, wytrzymały i wszechstronnych",3,110.0,3,0,2026-02,2026-05,adapter,m14,150.0,adapter|m14,,WRO5,1.0,WRO5
WERHE Profi Adapter do wiertarki ziemnej odpowiedni do wiertarki SDS Plus Wiertarka akumulatorowa Wiertarka do pali z szybkozłączką wykonany z wysokiej jakości stali sprężynowej,8,110.0,8,0,2024-07,2026-05,adapter,sds_plus,150.0,adapter|sds_plus,,WRO5,1.0,WRO5
"WERHE Adapter SDS-Plus na SDS-Max – używaj osprzętu SDS-Max z młotem SDS-Plus – obrót i udar – wykonany ze stali narzędziowej, tworzywa sztucznego – długość 200 mm, 0,77 kg",9,109.0,9,0,2025-09,2026-05,adapter,sds_max,200.0,adapter|l200|sds_max|sds_plus,,WRO5,1.0,WRO5
WERHE Profesjonalny adapter SDS Plus do wewnętrznego M14,9,109.0,9,0,2024-07,2025-08,adapter,sds_plus,150.0,adapter|sds_plus|m14,,WRO5,1.0,WRO5
Świder do gleby 120D,4,108.0,0,4,2026-07,2026-08,auger,,800.0,auger,1WG120d,XPO1,1.0,XPO1
Wbijak do pali 85x105x234mm SDS Max,2,108.0,2,0,2026-07,2026-08,driver_pile,sds_max,105.0,driver_pile|d85|l105|sds_max,6PO85x234m,WRO5,1.0,WRO5
"WERHE pobijak do uziomów SDS Max 20,2 mm",2,106.0,2,0,2026-06,2026-06,driver_rod,sds_max,150.0,driver_rod|d20.2|sds_max,,WRO5,1.0,WRO5
Świder do gleby 40D,3,105.0,0,3,2026-07,2026-08,auger,,800.0,auger,1WG40d,XPO1,1.0,XPO1
"WERHE świder ziemny Ø 40 mm, długość 80 cm, z adapter do wiertarki SDS Plus",3,105.0,0,3,2026-06,2026-06,auger,sds_plus,800.0,auger|d40|l800|sds_plus,,XPO1,1.0,XPO1
"Pobijak 13,5mm SDS Max",4,105.0,4,0,2026-07,2026-08,driver_rod,sds_max,150.0,driver_rod|d13.5|sds_max,"6PO13,5m",WRO5,1.0,WRO5
Adapter Łącznik MAX do MAX,3,105.0,3,0,2026-07,2026-07,adapter,,150.0,adapter,4Am-m,WRO5,1.0,WRO5
Werhe® 5 szt. szybkośrubek do wierteł do ziemi. Wiertło zabezpieczające z przetyczką. Wykonane z wysokiej jakości stali sprężynowej. Śruba Pasuje do wszystkich uniwersalnych wierteł do ziemi.,8,105.0,8,0,2024-08,2025-10,spring,,150.0,spring,,WRO5,1.0,WRO5
WERHE® adapter SDS Max do SDS Max – Wytrzymały stalowy łącznik do przedłużek wiertniczych 190 mm,3,105.0,3,0,2026-02,2026-05,adapter,sds_max,190.0,adapter|sds_max,,WRO5,1.0,WRO5
"WERHE przedłużka do świdra ziemnego, 40 cm, uchwyt 20 mm, stal hartowana",3,102.0,3,0,2026-06,2026-06,extension,shank20,400.0,extension|l400|shank20,,WRO5,1.0,WRO5
Adapter SDS Plus do SDS MAX,4,100.0,4,0,2026-07,2026-08,adapter,sds_max,150.0,adapter|sds_max|sds_plus,4Ap-m,WRO5,1.0,WRO5
WERHE Wiertło uziemiające z adapterem SDS Max 80 mm solidne wiertło do runa 80 mm,5,100.0,0,5,2024-06,2024-09,adapter,sds_max,800.0,adapter|sds_max,,XPO1,1.0,XPO1
Dłuto do betonu 75x410 Hex 30mm,2,100.0,2,0,2026-08,2026-08,chisel_flat,hex30,410.0,chisel_flat|d75|l410|hex30,3DB75x410h30,WRO5,1.0,WRO5
"WERKON brzeszczoty do wyrzynarki T744D, HCS, 180 mm, do Bosch, Metabo",2,100.0,2,0,2026-06,2026-06,blade_jigsaw,,180.0,blade_jigsaw|T744D|l180,,WRO5,1.0,WRO5
"WERHE smar MoS2 100 ml, smar uniwersalny",1,100.0,1,0,2026-06,2026-06,grease,,150.0,grease|d100,,WRO5,1.0,WRO5
Świder do gleby 60D,4,98.0,0,4,2026-07,2026-08,auger,,800.0,auger,1WG60d,XPO1,1.0,XPO1
WERHE Professional 5000 mm drążek przedłużający wytrzymały,19,97.0,0,19,2024-06,2025-08,other,,5000.0,other,,XPO1,1.0,XPO1
Przedłużka do świdra 600mm,4,96.0,0,4,2026-07,2026-08,extension,,600.0,extension|l600,5PR600,XPO1,1.0,XPO1
"WERHE Świder glebowy do wiertarki 100 mm Ø, 300 mm długości - Świder ogrodowy do wkrętarki akumulatorowej do sadzenia, kwiatów i kopania dołków - Narzędzie do kopania w ogrodzie",9,96.0,9,0,2024-12,2026-04,auger,,300.0,auger|d100,,WRO5,1.0,WRO5
"WERHE ® Wbijak do kotew gruntowych SDS Plus, średnica wewnętrzna 16,5 mm – długość 100 mm, grubość 25 mm – wkrętak do prętów uziomowych do wiertarek SDS-Plus – solidny i precyzyjny",2,95.0,2,0,2026-03,2026-04,driver_rod,sds_plus,100.0,driver_rod|d16.5|l100|sds_plus,,WRO5,1.0,WRO5
"WERHE ® 13,5x22x65 Profesjonalny młot udarowy z gwoździarką - gwoździarka SDS Plus",7,95.0,7,0,2024-06,2025-10,other,sds_plus,65.0,other|sds_plus,,WRO5,1.0,WRO5
GRYF ręczny do świdra glebowego,5,94.0,0,5,2026-07,2026-08,handle,,560.0,handle,5gryf,XPO1,1.0,XPO1
"Adapter do wiertnic ziemnych kompatybilny z wiertarkami pilarskimi Stihl BT 106 C, BT 120 C, BT 121, BT 130",6,93.0,6,0,2025-11,2026-06,adapter,,150.0,adapter,,WRO5,1.0,WRO5
"WERHE ® Professional 5 szt. SDS Plus wiertło do betonu 6,5 x 260 mm kamień młotkowy Quadro X Quadruple cięcie krzyżowe",7,92.0,7,0,2024-06,2026-04,drill_bit,sds_plus,260.0,drill_bit|d6.5|l260|sds_plus,,WRO5,1.0,WRO5
WERHE® 55x75x210 Jack Hammer Star Picket Post Driver Driver Dłuto do wyburzeń SDS Max młot udarowy,12,91.0,12,0,2024-06,2026-03,driver_pile,sds_max,75.0,driver_pile|d55|l75|sds_max,,WRO5,1.0,WRO5
"Pobijak 32,5 SDS Max",3,90.0,3,0,2026-07,2026-08,driver_rod,sds_max,150.0,driver_rod|sds_max,"6PO32,5m",WRO5,1.0,WRO5
"WERHE adapter M14 do świdra ziemnego, twarda stal, do mieszadeł i wiertarek",1,90.0,1,0,2026-06,2026-06,adapter,m14,150.0,adapter|m14,,WRO5,1.0,WRO5
"WERHE® adapter do wierteł diamentowych – 1 1/4"" UNC na HEX – do wkrętarek akumulatorowych i wiertarek z uchwytami uniwersalnymi – z gwintem wewnętrznym 1/2""",5,90.0,5,0,2026-02,2026-05,adapter,hex,150.0,adapter|hex|unc_1_1_4,,WRO5,1.0,WRO5
WERHE ® Przedłużenie wiertła 1180 mm SDS Max do uchwytu adaptera SDS Max,10,90.0,0,10,2025-03,2026-03,adapter,sds_max,1180.0,adapter|sds_max,,XPO1,1.0,XPO1
"WERHE ® 16,5x25x65 Profesjonalny młot udarowy z gwoździarką - gwoździarka SDS Plus",8,90.0,8,0,2024-07,2026-01,other,sds_plus,65.0,other|sds_plus,,WRO5,1.0,WRO5
"WERHE® Groszkownik SDS Plus 25 zębów dł. 300 mm, kwadrat 40 mm - Młoty nasadowe do młotowiertarek elektrycznych - Nasadki wyburzeniowe, do młotkowania betonu - Dłuto młotkowe",7,89.0,7,0,2025-03,2025-07,chisel_bush,sds_plus,300.0,chisel_bush|d40|l300|sds_plus,,WRO5,1.0,WRO5
WERHE Profesjonalne dłuto sześciokątne SDS z trzpieniem walcowym do młota rozbiórkowego 30 x 410 mm ze stali nierdzewnej,7,88.0,0,7,2024-06,2024-08,chisel_flat,hex,410.0,chisel_flat|d30|l410|hex,,XPO1,1.0,XPO1
Adapter z HEX do 1.1/4,4,87.0,4,0,2026-07,2026-08,adapter,hex,150.0,adapter|hex|unc_1_1_4,4AHex-1.1/4,WRO5,1.0,WRO5
WERHE Profesjonalne wiertarki ślimakowe 120 mm Wiertarka z podwójnym wałem Wiertarka do wiertarek o wysokiej jakości stali,8,87.0,0,8,2024-07,2026-04,auger,,800.0,auger|d120|dbl,,XPO1,1.0,XPO1
WERHE ® 65 A 50 x 70 x 220 Jack Hammer Star Picket Post Driver Bit do rozbiórki młota pneumatycznego,10,86.0,10,0,2024-06,2025-08,driver_pile,,70.0,driver_pile|d50|l70,,WRO5,1.0,WRO5
